Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Resource Domain,Business Value Development,Resource Specification Management,Resource Trouble Policy Management,Resource Trouble Resolution Design,1163,2741
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Inventory Management,Stock Inventory Administration,521,2742
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Inventory Management,Warehouse Inventory Information Recording (Deleted),522,2744
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Level Management,Stock Item Requests Identification,476,2745
Resource Domain,Strategy Management,Resource Strategic Analysis,Supply Chain Planning Analysis,Supply Demand Forecasting,748,2748
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Task Item Decomposition,958,2751
Resource Domain,Billing,Resource Usage Management,Resource Usage Errors Management,Usage Event Error Categorization,530,2752
Resource Domain,Billing,Resource Usage Management,Resource Usage Errors Management,Usage Event Error Correction,531,2753
Resource Domain,Billing,Resource Usage Management,Resource Usage Errors Management,Usage Event Error Cause Analyzing,532,2754
Resource Domain,Billing,Resource Usage Management,Resource Usage Errors Management,Erroneous Usage Event Re-distribution,533,2755
Resource Domain,Billing,Resource Usage Management,Resource Usage Collection,Usage Event Collection,534,2756
Resource Domain,Billing,Resource Usage Management,Resource Usage Mediation,Usage Event Correlation,535,2757
Resource Domain,Billing,Resource Usage Management,Resource Usage Collection,Usage Event Distribution,536,2758
Resource Domain,Billing,Resource Usage Management,Resource Usage Mediation,Usage Event Enrichment,537,2759
Resource Domain,Billing,Resource Usage Management,Resource Usage Mediation,Usage Event Guiding,538,2760
Resource Domain,Billing,Resource Usage Management,Resource Usage Mediation,Usage Event Mediation,539,2761
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Assignment and Plan,Dynamic Work Order Assigning,542,2763
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Assignment and Plan,Periodic Bulk Work Order Assigning,543,2764
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Assignment and Plan,Work Order Coordination,545,2765
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Tracking and Business Value Development,Work Order Information Transferring,547,2766
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Assignment and Plan,Work Order Re-assigning,549,2767
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Establishment,Work Order Manual Activities Determining,540,2770
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Tracking and Business Value Development,Work Order Closing,544,2773
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Tracking and Business Value Development,Workflow Delay Jeopardy Analyzing,739,2774
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Voucher Distribution (Deleted),563,2785
Resource Domain,Operations Readiness & Support,Resource Management,Resource Availability Management,Network Facility Selection,569,2790
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Tracking and Business Value Development,Work Order Status Monitoring,551,3063
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Repository Management,Resource Performance Reporting,740,3064
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Resolution,Resource Fault Correction & Restoration Support,741,3065
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Porting,1249,3067
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Procurement Requisition to Order Management,750,3074
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Shipment Management,752,3076
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Inventory Control,Stock Item Inventory Check,1072,3077
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Material Warehousing,754,3078
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Movements Management,Supply Chain Order Shipment Tracking,755,3079
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Vulnerability Assessment Planning,901,3224
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Resolution,Software Update Planning,902,3225
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Anomaly Monitoring,903,3226
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Anomaly Monitoring Data Analyzing,904,3227
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Level Management,Stock Item Level Tracking and Replenishment,523,3261
Resource Domain,Billing,Resource Usage Management,Resource Fraud Detection,Fraud & Anomaly Detection,940,3262
Resource Domain,Operations Readiness & Support,Resource Management,Resource Geographical Association,Resource Geographical Coverage Management,1251,3278
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Work Item Sequence Execution,961,3280
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Resource Work Item Sequence Execution Configuration,962,3283
Resource Domain,Business Value Development,Resource Specification Management,Resource Trouble Policy Management,Resource Trouble Diagnostic Design,1162,3318
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Conducting,Resource Response Capture Measurement,988,3324
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Resource End-To-End Performance Supervision,991,3328
Resource Domain,Operations Readiness & Support,Resource Management,Resource Allocation,Resource Parameters Allocation,488,3403
Resource Domain,Assurance,Resource Performance Management,Resource Performance Supervision,Resource Performance Event Filtering,1066,3406
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Pre-formatted Location Information Presentation,430,3633
Resource Domain,Strategy Management,Resource Strategic Analysis,Resource Infrastructure Analysis,Strategic Sites Determining,526,3706
Resource Domain,Strategy Management,Resource Strategic Analysis,Resource Infrastructure Analysis,Strategic Network Sizing Decision Support,528,3707
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Network Forecasting,441,3709
Resource Domain,Capability Management,Resource Capability Management,Resource Test Resources Check,Resource Test Resources Availability Management,509,3710
Resource Domain,Business Value Development,Resource Specification Management,Resource Test Policy and Schedule Management,Resource Testing Rules Configuration,506,3712
Resource Domain,Business Value Development,Resource Specification Management,Resource Test Policy and Schedule Management,Resource Test Result Analysis Policy Configuration,519,3713
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Specification Repository Management,1083,3715
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Specification to Supplier Product Specification Relationship Design,1088,3716
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Specification Action Skill Design,1089,3717
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Specification Change Auditing,1082,3718
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Task Item Policy Control Configuration,996,3719
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Logical and Software Resources Designing,1064,3720
Resource Domain,Capability Management,Network Development,Network Planning and Building,Physical Network Planning,1261,3840
Resource Domain,Capability Management,Network Development,Network Planning and Building,Configurable Network Planning,1262,3841
Resource Domain,Capability Management,Network Development,Network Planning and Building,Network Strategic Planning and Engineering,1263,3842
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Notification,1286,3843
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Design Automation,443,3848
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Network Planning Analyzing,444,3849
Resource Domain,Capability Management,Resource Capability Management,Resource Deployment and Retirement,Resource Deployment and Retirement,1157,3850
Resource Domain,Business Value Development,Resource Specification Management,Resource Supervision Policy Development,Resource Supervision Measure Definition,1159,3851
Resource Domain,Business Value Development,Resource Specification Management,Resource Test Policy and Schedule Management,Resource End to End Test Configuration,513,3852
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Data Transformation/Parsing Rules Configuration,467,3854
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Location Information Updating,431,3855
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Location Information Searching,432,3856
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Reservation,438,3857
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Resource Configuration Management,454,3859
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,Resource for Service Deployment Designing,458,3860
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,Multi-layer Design and Modeling Support,460,3861
Resource Domain,Operations Readiness & Support,Resource Management,AI Model Manager,AI Model Integration,1410,3862
Resource Domain,Operations Readiness & Support,Resource Management,World Simulator,Agent Interaction Handling,1401,3863
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Conducting,Resource End to End Test Execution,514,3864
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Conducting,Automated Resource Test Invocation,516,3865
Resource Domain,Business Value Development,Supply Chain Development,Stock Item Management,Stock Item Definition,1221,4018
Resource Domain,Capability Management,Network Development,Network Planning and Building,Network Construction and Engineering,1260,4019
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Capture,1283,4020
Resource Domain,Fulfillment,Resource Provisioning,Resource Provisioning Design,Resource Provisioning Logical Design,1350,4021
Resource Domain,Fulfillment,Resource Provisioning,Resource Provisioning Monitoring,Resource Provisioning Oversight,1243,4022
Resource Domain,Fulfillment,Resource Provisioning,Resource Configuration,Resource Configuration Implementation,1245,4023
Resource Domain,Fulfillment,Resource Provisioning,Resource Activation,Resource Activation and Deactivation,1246,4024
Resource Domain,Strategy Management,Resource Strategic Analysis,Resource Diagnostic and Test Quality Loop,Resource Diagnostic and Test Rules Improvement,1156,4025
Resource Domain,Strategy Management,Resource Strategic Analysis,Resource Infrastructure Analysis,Network Deployment Optimization,525,4026
Resource Domain,Strategy Management,Resource Strategic Analysis,Supply Chain Planning Analysis,Supply Sourcing Planning,749,4027
Resource Domain,,Resource,Strategic,Analysis,1154,4028
Resource Domain,Strategy Management,Resource Strategy Management,Resource Strategy Design and Planning,Radio Planning,428,4029
Resource Domain,Capability Management,Resource Capability Management,Resource Deployment and Retirement,Resource Deployment Constraint Management,1158,4030
Resource Domain,Business Value Development,Resource Specification Management,Resource Allocation Policy Development,Number Portability Policy Management,742,4031
Resource Domain,Business Value Development,Resource Specification Management,Resource Supervision Policy Development,Resource Supervision Rules Definition,1160,4032
Resource Domain,Business Value Development,Resource Specification Management,Resource Test Policy and Schedule Management,Resource End to End Test Scheduling,512,4033
Resource Domain,Business Value Development,Resource Specification Management,Resource Trouble Policy Management,Resource Trouble Types and Rules Design,1161,4034
Resource Domain,Business Value Development,Resource Specification Management,Resource Specification Development,Resource Specification Design,1087,4035
Resource Domain,Business Value Development,Work Specification Management,Work Specification Development,Work Specification Classification,553,4036
Resource Domain,Operations Readiness & Support,Resource Management,Resource Availability Management,Resource Availability Validation,448,4037
Resource Domain,Operations Readiness & Support,Resource Management,Location Management,Location Change History Management,429,4038
Resource Domain,Operations Readiness & Support,Resource Management,Regulated Logical Resources Management,Number Inventory Establishing,435,4039
Resource Domain,Operations Readiness & Support,Resource Management,Resource Allocation,Resource Parameters Reservation,487,4040
Resource Domain,Operations Readiness & Support,Resource Management,Resource Audit and Discovery,Network Resources Scanning,464,4041
Resource Domain,Operations Readiness & Support,Resource Management,Resource Geographical Association,Resource Locating,1250,4042
Resource Domain,Operations Readiness & Support,Resource Management,Resource Mediation,Resource Data Translation,465,4043
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Management,Physical Implementation Information Capturing,426,4044
Resource Domain,Operations Readiness & Support,Resource Management,Resource Simulation,Resource Architecture Modeling Support,457,4045
Resource Domain,Operations Readiness & Support,Resource Management,AI Model Manager,AI Model Repository Manager,1407,4046
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Conducting,Resource Test Devices Accessing,504,4048
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Inventory Management,Resource Test Results Management,508,4049
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Reporting,Resource Testing Results Reporting,510,4050
Resource Domain,Operations Readiness & Support,Resource Test Management,Resource Test Analysis,Root Cause Analyzing,421,4051
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Assignment and Plan,Work Order Assignment Dispatching,541,4052
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Establishment,Work Orders Initiation,548,4053
Resource Domain,Assurance,Network Performance Management,Network Capacity Management,Network Capacity Analysis,1268,4054
Resource Domain,Assurance,Network Performance Management,Network Traffic Management,Network Traffic Monitoring,1289,4055
Resource Domain,Fulfillment,Resource Order Management,Resource Order Completion,Resource Order Initiation,491,4056
Resource Domain,Fulfillment,Resource Order Management,Resource Order Initialization,Resource Order Configuration,484,4057
Resource Domain,Fulfillment,Resource Order Management,Resource Order Orchestration,Local Tactical Plans Implementation,425,4058
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Inventory Control,Stock Item Receiving Management,753,4059
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Inventory Management,Stock Item Tracking,520,4060
Resource Domain,Fulfillment,Supply Chain Fulfillment,Stock Level Management,Stock Item Request Management,939,4061
Resource Domain,Capability Management,Resource Capability Management,Resource Specification Capability Development,Resource Capability Specification Management,737,4089
Resource Domain,Capability Management,Resource Capability Management,Resource Test Resources Check,Resource Test Head Capacity Management,507,4090
Resource Domain,Operations Readiness & Support,Resource Management,Resource Repository Reconciliation,Resource Inventory Reconciliation,469,4091
Resource Domain,Fulfillment,Resource Order Management,Resource Order Tracking and Business Value Development,Resource Order Tracking,496,4092
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Analysis,Resource Trouble Cause Identification,1186,4093
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Analysis,Resource Trouble Resolution,1187,4094
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Repository Management,Resource Trouble Ticket Reporting,1169,4095
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Repository Management,Resource Trouble Ticket Repository Management,1166,4096
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Ticket Management,Resource Trouble Identification,1167,4098
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Ticket Management,Resource Trouble Ticket Escalation Management,1185,4099
Resource Domain,Fulfillment,Supply Chain Fulfillment,Logistic Availability,Stock Item Assignment,1165,4100
Resource Domain,Fulfillment,Supply Chain Fulfillment,Logistic Availability,Stock Item Availability Check,1164,4101
Resource Domain,Operations Readiness & Support,Work Order Management,Work Order Tracking and Business Value Development,Work Order Updating,552,4102
Resource Domain,Capability Management,Network Development,Network Access Management,Network Sourcing,1266,4112
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Collect and Qualify Business Partner Information,Business Partner Information Collection,1236,2035
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Collect and Qualify Business Partner Information,Qualify Business Partner Information,1237,2036
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Product Repository Management,Business Partner Product Relationship Management,1239,2037
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Onboarding,Business Partner Technical Onboarding,1321,2112
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Interaction Management,Business Partner Portal Access,1346,2136
Business Partner Domain,Fulfillment,Business Partner Order Management,Business Partner Order Validation,Voucher Ordering,565,2787
Business Partner Domain,Assurance,Business Partner Performance Management,Business Partner Trouble Ticket Management,Operational Issues Integration,637,2856
Business Partner Domain,Assurance,Business Partner Performance Management,Business Partner Performance Evaluation,Partner Performance Management,638,2857
Business Partner Domain,Assurance,Business Partner Performance Management,Business Partner Trouble Ticket Management,Partner Problems Receiving,639,2858
Business Partner Domain,Billing,Business Partner Invoice Management,Settlement Management,Settlement Adjustment and Billed Charges Collection,640,2859
Business Partner Domain,Billing,Business Partner Rating,Business Partner Bill Calculation,Statistics on Supplier/Partner Activities Collection,641,2860
Business Partner Domain,Billing,Business Partner Invoice Management,Settlement Management,Supplier/Partner Settlements,643,2862
Business Partner Domain,Billing,Business Partner Invoice Management,Settlement Management,Supplier/Partner Settlements Reporting,644,2863
Business Partner Domain,Fulfillment,Business Partner Order Management,Business Partner Order Validation,Purchase Requisition Management,646,2865
Business Partner Domain,Fulfillment,Business Partner Order Management,Business Partner Order Validation,Partner Order Management,647,2866
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Product Sourcing Registration,649,2868
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Partner Product Certification,650,2869
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Product Onboarding Support,651,2870
Business Partner Domain,Billing,Business Partner Invoice Management,Business Partner Invoice Matching,Supplier/Partner Invoice Reconciliation,652,2871
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Agreement Management,Contract Management,653,2872
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Relationship Management,Potential Partner Identification,654,2873
Business Partner Domain,Assurance,Business Partner Performance Management,Business Partner Trouble Ticket Management,Partner Billing and Settlement Disputes Management,656,2875
Business Partner Domain,Billing,Business Partner Rating,Business Partner Bill Calculation,Partner Record Automated Error Correction,657,2876
Business Partner Domain,Billing,Business Partner Financial Management,Business Partner Payment Management,Partner Payments Management,658,2877
Business Partner Domain,Billing,Business Partner Invoice Management,Business Partner Invoicing,Automated Billing/Settlement Monitoring,659,2878
Business Partner Domain,Billing,Business Partner Invoice Management,Business Partner Invoicing,Partner Invoice Management,660,2879
Business Partner Domain,Billing,Business Partner Rating,Business Partner Bill Calculation,Partner Business Event Processing,661,2880
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Sourcing Reference Data Collection,662,2881
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partner Workflow Management,746,3070
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partnership Reporting,747,3071
Business Partner Domain,Fulfillment,Business Partner Order Management,Goods Receipt,Procurement Order Monitoring,751,3075
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Strategy Definition,Partner Collaboration Constraints Collection,1026,3367
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Strategy Definition,Partner Strategy Development,1027,3368
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Strategy Definition,Partner Strategy Lifecycle Management,1028,3369
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Strategy Definition,Partner Strategy Implementation Planning,1029,3370
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Strategy Definition,Partner Strategy Implementation,1030,3371
Business Partner Domain,Strategy Management,Purchasing Strategy Analysis,Purchasing Implementation Analysis,Partner Strategy Assessing,1031,3372
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Relationship Management,Partner Group and Hierarchy Definition,1032,3373
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Relationship Management,Partner Group and Hierarchy Assigning,1033,3374
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partner Profile Management,1034,3375
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Relationship Management,Partner Preferences Management,1035,3376
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partner Profile Enquiry and Filtering,1036,3377
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partner Profile Storage,1037,3378
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Partner Financial Information Collection,1038,3379
Business Partner Domain,Strategy Management,Business Partner Strategy Analysis,Business Partner Financial Analysis,Partner Financial Risk Analyzing,1039,3380
Business Partner Domain,Strategy Management,Business Partner Strategy Analysis,Business Partner Financial Analysis,Partner Financial Risk Scoring,1040,3381
Business Partner Domain,"Assurance,Billing,Fulfillment",Business Partner Welcome and Interaction,Business Partner Interaction Management,Partner Interaction Journalizing,1041,3382
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Agreement Management,Partner Agreement Creation,1042,3383
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Agreement Management,Partner Agreement Storage and Searching,1043,3384
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Agreement Management,Partner Agreement Implementation,1044,3385
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Agreement Management,Partner Agreement Tracking,1045,3386
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Tender Management,Tender Development,1046,3387
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Tender Management,Tender Workflow Guiding,1047,3388
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Tender Management,Tender Tracking and Reporting,1048,3389
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Tender Management,Tender to Partner Qualification,1049,3390
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Product Onboarding Management,1050,3391
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Onboarded Product Partner Collaboration,1051,3392
Business Partner Domain,Operations Readiness & Support,Business Partner Management,Business Partner Role Repository Management,Onboarded Product Licensing,1052,3393
Business Partner Domain,Business Value Development,Business Partner Product Specification and Offering Management,Business Partner Product Specification and Offering Onboarding,Onboarded Product Workflows Definition,1053,3394
Business Partner Domain,Billing,Business Partner Financial Management,Business Partner Payment Management,Procurement Order Payment,1065,3405
Business Partner Domain,Fulfillment,Business Partner Order Management,Business Partner Order Repository Management,Business Partner Order Lifecycle Management,1173,4062
Business Partner Domain,Strategy Management,Purchasing Strategy Analysis,Sourcing Savings Management,Cost Avoidance Management,1170,4063
Business Partner Domain,Strategy Management,Purchasing Strategy Analysis,Sourcing Savings Management,Cost Reduction Management,1188,4064
Business Partner Domain,Strategy Management,Purchasing Strategy Management,Purchasing Needs Forecast,Purchasing Needs Forecasts,1171,4065
Business Partner Domain,Fulfillment,Business Partner Order Management,Business Partner Order Repository Management,Business Partner Order Storage Management,1172,4113
Business Partner Domain,Fulfillment,Business Partner Order Management,Goods Receipt,Goods Receipt Check,1174,4115
Business Partner Domain,Billing,Business Partner Rating,Business Partner Rating and Revenue Sharing,Business Partner Revenue Sharing Identification,1176,4116
Business Partner Domain,Billing,Business Partner Rating,Business Partner Rating and Revenue Sharing,Business Partner Revenue Sharing Enforcement,1177,4117
Business Partner Domain,Billing,Business Partner Rating,Business Partner Rating and Revenue Sharing,Business Partner Settlement Management,1178,4118
Business Partner Domain,Fulfillment,Business Partner Order Management,Goods Receipt,Goods Return management,1175,4119
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Security Strategy Definition and Management,Enterprise Security Risk Identification,1228,2027
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Security Strategy Definition and Management,Security Rules Definition,1229,2028
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Security Strategy Definition and Management,Security Rules Implementation,1230,2029
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Security Strategy Definition and Management,Security Crisis Management,1231,2030
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Security Strategy Definition and Management,Security Context Monitoring,1232,2031
Enterprise Domain,Billing,Asset Management,Loan Securitization AF,Loan Securitization,1259,2056
Enterprise Domain,Billing,Asset Management,Intellectual Property Management,IP Licensing and Sales,1324,2115
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Activity Tracking,Work List Management,1326,2117
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Collaboration,Enterprise Email,1349,2139
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Receivable General Ledger Posting,25,2247
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Receivable Debit/Credit Matching,26,2248
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Receivable Direct Debiting,27,2249
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Receivable Balance Transferring,28,2250
Enterprise Domain,Billing,Accounting Management,Subledger Accounting,Accounting Event Creation,29,2251
Enterprise Domain,Billing,Accounting Management,Subledger Accounting,Payments to Accounts Crediting,31,2253
Enterprise Domain,Billing,Accounting Management,Subledger Accounting,Customer Account Management,34,2256
Enterprise Domain,Billing,Accounting Management,General Ledger,Accounts Receivable Charge Posting,35,2257
Enterprise Domain,Billing,Accounting Management,Subledger Accounting,Customer's Account Adjustment,36,2258
Enterprise Domain,Billing,Accounting Management,General Ledger,Billing Financial transaction creation,57,2279
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Organization,Care-center Workforce Training,112,2333
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Organization,Care-center Compliance Management,113,2334
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Care-center Case Queuing,114,2335
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Organization,Care-center Workforce Administration,115,2336
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Organization,Center Activity Management,116,2337
Enterprise Domain,Operations Readiness & Support,Financial Management,Budget Management,Center Budget Management,117,2338
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Activity Tracking,Center Quality Management,118,2339
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Activity Tracking,Center Time Management,119,2340
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Off-Line Contact Channel Management,167,2388
Enterprise Domain,Billing,Accounting Management,General Ledger,Journal Entry Accumulation,313,2534
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Code Assigning,314,2535
Enterprise Domain,Billing,Accounting Management,General Ledger,Journal Record Creation,315,2536
Enterprise Domain,Billing,Accounting Management,General Ledger,Partner Account Receivables and Collection Access,403,2624
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Organization,Resource Change Project Collaboration,449,2671
Enterprise Domain,Operations Readiness & Support,Financial Management,Budget Management,Resource Change Expenditure Authorization and Control,451,2673
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Management,482,2704
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Appointment Schedule Configuration,554,2776
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workload Forecasting,555,2777
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Availability Management,556,2778
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Training Management,557,2779
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Dispatchability Management,558,2780
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Geographical Work Areas Configuration,559,2781
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Activity Tracking,Workforce Management Reporting,560,2782
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Schedule Management,Workforce Scheduling,561,2783
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Proof and Balance Reporting,728,3052
Enterprise Domain,Billing,Accounting Management,General Ledger,Tax Information Reporting,729,3053
Enterprise Domain,Billing,Accounting Management,General Ledger,Account Data to Business Intelligence Reporting,730,3054
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Rules Definition,Revenue Assurance Control Configuration,757,3081
